temperature_c,pressure_bar,vibration_hz,timestamp,quality_status,batch_id
91.53,136.76,54.97,2025-01-04 21:30:00,Approved,BATCH-6196
62.33,141.73,53.23,2025-01-04 21:45:00,Approved,BATCH-8298
78.72,114.6,38.14,2025-01-04 22:00:00,Approved,BATCH-1960
71.83,100.11,60.21,2025-01-04 22:15:00,Approved,BATCH-8308
91.9,113.8,51.48,2025-01-04 22:30:00,Approved,BATCH-8108
61.92,123.9,46.12,2025-01-04 22:45:00,Approved,BATCH-1371
61.6,105.54,50.79,2025-01-04 23:00:00,Approved,BATCH-2949
64.01,105.64,50.88,2025-01-04 23:15:00,Approved,BATCH-8710
48.76,125.16,46.67,2025-01-04 23:30:00,Approved,BATCH-1726
64.74,119.27,50.99,2025-01-04 23:45:00,Approved,BATCH-9875
62.41,120.49,46.96,2025-01-05 00:00:00,Approved,BATCH-8345
71.5,108.62,47.98,2025-01-05 00:15:00,Approved,BATCH-3224
73.42,116.54,46.57,2025-01-05 00:30:00,Approved,BATCH-9556
88.76,106.14,42.84,2025-01-05 00:45:00,Approved,BATCH-6202
79.5,133.35,50.73,2025-01-05 01:00:00,Approved,BATCH-3826
64.23,135.53,52.93,2025-01-05 01:15:00,Approved,BATCH-8826
61.02,92.31,52.57,2025-01-05 01:30:00,Approved,BATCH-9219
74.92,106.06,54.1,2025-01-05 01:45:00,Approved,BATCH-3399
56.8,97.55,51.62,2025-01-05 02:00:00,Approved,BATCH-2146
88.31,110.25,47.34,2025-01-05 02:15:00,Approved,BATCH-7627
81.79,118.75,54.2,2025-01-05 02:30:00,Approved,BATCH-6766
65.31,98.26,43.21,2025-01-05 02:45:00,Approved,BATCH-3424
52.87,106.17,45.5,2025-01-05 03:00:00,Approved,BATCH-4525
83.54,104.94,45.18,2025-01-05 03:15:00,Approved,BATCH-8536
68.85,123.11,55.4,2025-01-05 03:30:00,Approved,BATCH-5596
82.38,121.04,54.71,2025-01-05 03:45:00,Approved,BATCH-9337
54.06,109.17,52.44,2025-01-05 04:00:00,Approved,BATCH-9588
64.01,122.65,55.36,2025-01-05 04:15:00,Approved,BATCH-2042
70.05,111.8,45.6,2025-01-05 04:30:00,Approved,BATCH-4367
70.47,115.93,51.74,2025-01-05 04:45:00,Approved,BATCH-6236
65.5,145.1,49.37,2025-01-05 05:00:00,Approved,BATCH-1195
76.23,140.11,54.23,2025-01-05 05:15:00,Approved,BATCH-8535
59.32,100.51,49.42,2025-01-05 05:30:00,Approved,BATCH-3478
68.58,132.45,48.08,2025-01-05 05:45:00,Approved,BATCH-1497
71.2,132.17,52.7,2025-01-05 06:00:00,Approved,BATCH-2423
75.14,102.78,54.38,2025-01-05 06:15:00,Approved,BATCH-9050
77.12,132.28,46.66,2025-01-05 06:30:00,Approved,BATCH-4364
58.75,143.07,49.69,2025-01-05 06:45:00,Approved,BATCH-4980
54.66,103.16,44.71,2025-01-05 07:00:00,Approved,BATCH-2558
82.78,106.24,37.51,2025-01-05 07:15:00,Approved,BATCH-7153
73.32,135.26,51.0,2025-01-05 07:30:00,Approved,BATCH-3128
62.52,124.07,53.04,2025-01-05 07:45:00,Approved,BATCH-8446
85.51,128.27,51.31,2025-01-05 08:00:00,Approved,BATCH-2501
71.16,125.11,40.25,2025-01-05 08:15:00,Approved,BATCH-2750
81.79,125.86,48.25,2025-01-05 08:30:00,Approved,BATCH-1573
70.68,100.1,38.91,2025-01-05 08:45:00,Approved,BATCH-8277
90.61,135.71,56.85,2025-01-05 09:00:00,Approved,BATCH-3308
87.55,137.54,44.57,2025-01-05 09:15:00,Approved,BATCH-5476
67.51,116.56,56.28,2025-01-05 09:30:00,Approved,BATCH-9633
79.72,119.35,54.73,2025-01-05 09:45:00,Approved,BATCH-8514
76.45,97.03,45.5,2025-01-05 10:00:00,Approved,BATCH-8495
83.69,127.71,44.34,2025-01-05 10:15:00,Approved,BATCH-9091
60.35,128.58,51.75,2025-01-05 10:30:00,Approved,BATCH-4761
76.86,119.07,45.78,2025-01-05 10:45:00,Approved,BATCH-6335
80.58,136.87,50.51,2025-01-05 11:00:00,Approved,BATCH-8550
52.41,114.99,47.59,2025-01-05 11:15:00,Approved,BATCH-2803
58.17,128.47,41.09,2025-01-05 11:30:00,Approved,BATCH-2254
49.61,104.71,38.85,2025-01-05 11:45:00,Approved,BATCH-7558
67.31,119.65,51.13,2025-01-05 12:00:00,Approved,BATCH-6021
77.18,117.38,47.19,2025-01-05 12:15:00,Approved,BATCH-8277
85.02,123.38,47.23,2025-01-05 12:30:00,Approved,BATCH-7537
70.74,114.46,53.48,2025-01-05 12:45:00,Approved,BATCH-4270
86.29,118.03,55.87,2025-01-05 13:00:00,Approved,BATCH-8371
56.2,132.39,48.64,2025-01-05 13:15:00,Approved,BATCH-1214
52.97,113.45,48.3,2025-01-05 13:30:00,Approved,BATCH-2778
69.44,95.9,52.5,2025-01-05 13:45:00,Approved,BATCH-6990
73.84,146.24,43.22,2025-01-05 14:00:00,Approved,BATCH-2903
69.67,140.72,51.12,2025-01-05 14:15:00,Approved,BATCH-2384
49.33,100.62,52.76,2025-01-05 14:30:00,Approved,BATCH-2890
69.11,130.35,53.4,2025-01-05 14:45:00,Approved,BATCH-9298
56.96,112.46,40.32,2025-01-05 15:00:00,Approved,BATCH-6043
76.7,123.95,46.19,2025-01-05 15:15:00,Approved,BATCH-8687
73.67,124.41,45.61,2025-01-05 15:30:00,Approved,BATCH-1404
60.6,116.48,50.5,2025-01-05 15:45:00,Approved,BATCH-1220
64.86,108.24,52.4,2025-01-05 16:00:00,Approved,BATCH-1758
59.41,109.64,57.48,2025-01-05 16:15:00,Approved,BATCH-2146
69.37,106.26,47.53,2025-01-05 16:30:00,Approved,BATCH-5244
79.55,107.52,47.51,2025-01-05 16:45:00,Approved,BATCH-2298
60.14,118.99,55.75,2025-01-05 17:00:00,Approved,BATCH-8143
75.04,109.26,51.48,2025-01-05 17:15:00,Approved,BATCH-9657
64.7,130.23,56.34,2025-01-05 17:30:00,Approved,BATCH-1620
62.07,142.31,51.44,2025-01-05 17:45:00,Approved,BATCH-9010
68.93,111.3,44.21,2025-01-05 18:00:00,Approved,BATCH-8525
59.65,123.59,43.33,2025-01-05 18:15:00,Approved,BATCH-3402
64.46,127.5,42.24,2025-01-05 18:30:00,Approved,BATCH-6098
58.02,127.08,53.31,2025-01-05 18:45:00,Approved,BATCH-9861
89.65,121.14,55.94,2025-01-05 19:00:00,Approved,BATCH-2697
70.35,131.14,59.25,2025-01-05 19:15:00,Approved,BATCH-4170
63.0,127.23,54.22,2025-01-05 19:30:00,Approved,BATCH-8139
72.14,101.44,55.81,2025-01-05 19:45:00,Approved,BATCH-1847
68.88,133.04,47.1,2025-01-05 20:00:00,Approved,BATCH-5084
67.79,133.31,44.22,2025-01-05 20:15:00,Approved,BATCH-7961
76.14,108.55,54.25,2025-01-05 20:30:00,Approved,BATCH-5712
77.58,120.57,52.09,2025-01-05 20:45:00,Approved,BATCH-4927
64.69,130.25,50.54,2025-01-05 21:00:00,Approved,BATCH-5869
64.24,116.86,51.94,2025-01-05 21:15:00,Approved,BATCH-4655
67.25,136.09,51.62,2025-01-05 21:30:00,Approved,BATCH-9684
46.98,155.46,56.42,2025-01-05 21:45:00,Approved,BATCH-7298
54.85,108.21,56.47,2025-01-05 22:00:00,Approved,BATCH-2785
83.67,99.28,52.72,2025-01-05 22:15:00,Approved,BATCH-1650
86.45,124.56,54.23,2025-01-05 22:30:00,Approved,BATCH-2748
67.51,130.82,52.57,2025-01-05 22:45:00,Approved,BATCH-6673
75.77,116.54,47.69,2025-01-05 23:00:00,Approved,BATCH-1752
73.11,141.8,53.78,2025-01-05 23:15:00,Approved,BATCH-9966
100.79,99.92,43.03,2025-01-05 23:30:00,Defective (Heat Damage),BATCH-7638
81.2,130.39,55.27,2025-01-05 23:45:00,Approved,BATCH-6821
68.72,110.91,44.03,2025-01-06 00:00:00,Approved,BATCH-8786
60.44,145.79,51.43,2025-01-06 00:15:00,Approved,BATCH-2264
53.94,149.89,45.77,2025-01-06 00:30:00,Approved,BATCH-4576
72.03,108.5,52.77,2025-01-06 00:45:00,Approved,BATCH-3357
62.44,111.76,49.83,2025-01-06 01:00:00,Approved,BATCH-6386
55.78,132.89,42.03,2025-01-06 01:15:00,Approved,BATCH-5849
63.53,114.19,52.1,2025-01-06 01:30:00,Approved,BATCH-5801
59.18,119.32,47.11,2025-01-06 01:45:00,Approved,BATCH-5676
86.87,120.38,54.41,2025-01-06 02:00:00,Approved,BATCH-3626
78.82,91.2,50.01,2025-01-06 02:15:00,Approved,BATCH-4910
69.92,119.79,51.98,2025-01-06 02:30:00,Approved,BATCH-5293
84.8,109.65,45.21,2025-01-06 02:45:00,Approved,BATCH-2428
70.77,112.6,47.05,2025-01-06 03:00:00,Approved,BATCH-4156
61.39,141.65,47.71,2025-01-06 03:15:00,Approved,BATCH-3430
85.23,101.15,54.28,2025-01-06 03:30:00,Approved,BATCH-2833
75.39,132.2,58.39,2025-01-06 03:45:00,Approved,BATCH-4883
59.63,115.82,45.97,2025-01-06 04:00:00,Approved,BATCH-7717
68.1,115.8,55.38,2025-01-06 04:15:00,Approved,BATCH-2917
61.24,131.86,39.15,2025-01-06 04:30:00,Approved,BATCH-7779
56.17,125.1,44.03,2025-01-06 04:45:00,Approved,BATCH-2251
79.26,128.56,45.21,2025-01-06 05:00:00,Approved,BATCH-4482
89.09,134.52,43.24,2025-01-06 05:15:00,Approved,BATCH-6661
56.01,115.03,42.08,2025-01-06 05:30:00,Approved,BATCH-7928
75.63,110.82,52.06,2025-01-06 05:45:00,Approved,BATCH-8510
63.49,103.72,48.93,2025-01-06 06:00:00,Approved,BATCH-9441
65.13,107.62,51.9,2025-01-06 06:15:00,Approved,BATCH-7812
64.08,164.24,53.45,2025-01-06 06:30:00,Approved,BATCH-2457
61.36,138.67,51.33,2025-01-06 06:45:00,Approved,BATCH-5392
70.49,99.73,53.29,2025-01-06 07:00:00,Approved,BATCH-2729
61.69,100.16,49.65,2025-01-06 07:15:00,Approved,BATCH-2942
72.7,127.23,44.07,2025-01-06 07:30:00,Approved,BATCH-1568
69.5,128.21,55.29,2025-01-06 07:45:00,Approved,BATCH-3664
67.61,128.23,47.05,2025-01-06 08:00:00,Approved,BATCH-6782
60.92,116.18,45.32,2025-01-06 08:15:00,Approved,BATCH-7566
64.23,118.12,49.11,2025-01-06 08:30:00,Approved,BATCH-8212
77.55,124.92,45.44,2025-01-06 08:45:00,Approved,BATCH-3520
75.01,121.29,47.91,2025-01-06 09:00:00,Approved,BATCH-3566
60.22,86.71,51.72,2025-01-06 09:15:00,Defective (Low Pressure),BATCH-4765
70.99,116.55,51.74,2025-01-06 09:30:00,Approved,BATCH-7445
77.51,107.23,45.51,2025-01-06 09:45:00,Approved,BATCH-9812
53.31,122.63,47.56,2025-01-06 10:00:00,Approved,BATCH-9952
75.43,164.78,55.37,2025-01-06 10:15:00,Approved,BATCH-3845
63.37,125.51,52.48,2025-01-06 10:30:00,Approved,BATCH-7026
75.71,115.3,60.38,2025-01-06 10:45:00,Approved,BATCH-7916
62.37,133.83,55.9,2025-01-06 11:00:00,Approved,BATCH-5120
51.95,127.24,55.72,2025-01-06 11:15:00,Approved,BATCH-7650
53.72,126.3,43.06,2025-01-06 11:30:00,Approved,BATCH-9693
70.48,129.1,53.82,2025-01-06 11:45:00,Approved,BATCH-7790
72.6,150.85,49.73,2025-01-06 12:00:00,Approved,BATCH-9763
60.96,103.04,47.25,2025-01-06 12:15:00,Approved,BATCH-5293
76.39,127.1,50.84,2025-01-06 12:30:00,Approved,BATCH-1802
53.38,106.1,54.73,2025-01-06 12:45:00,Approved,BATCH-4659
69.34,128.33,52.5,2025-01-06 13:00:00,Approved,BATCH-7365
57.89,106.22,45.61,2025-01-06 13:15:00,Approved,BATCH-1141
63.48,113.74,53.71,2025-01-06 13:30:00,Approved,BATCH-6677
70.47,115.57,46.81,2025-01-06 13:45:00,Approved,BATCH-4617
61.4,134.64,51.08,2025-01-06 14:00:00,Approved,BATCH-6853
66.15,133.78,48.48,2025-01-06 14:15:00,Approved,BATCH-4922
80.06,101.31,48.91,2025-01-06 14:30:00,Approved,BATCH-9303
64.23,120.82,53.83,2025-01-06 14:45:00,Approved,BATCH-2630
78.36,109.36,44.8,2025-01-06 15:00:00,Approved,BATCH-6038
58.7,101.12,59.73,2025-01-06 15:15:00,Approved,BATCH-8474
75.3,116.74,40.89,2025-01-06 15:30:00,Approved,BATCH-6177
84.42,115.37,47.01,2025-01-06 15:45:00,Approved,BATCH-5414
45.28,156.4,51.85,2025-01-06 16:00:00,Approved,BATCH-4984
62.03,126.49,52.92,2025-01-06 16:15:00,Approved,BATCH-2984
75.77,99.34,49.5,2025-01-06 16:30:00,Approved,BATCH-1120
67.97,111.53,49.71,2025-01-06 16:45:00,Approved,BATCH-8616
73.71,135.32,52.05,2025-01-06 17:00:00,Approved,BATCH-9710
63.96,151.33,48.84,2025-01-06 17:15:00,Approved,BATCH-4771
70.87,96.21,56.97,2025-01-06 17:30:00,Approved,BATCH-1650
68.44,91.8,54.2,2025-01-06 17:45:00,Approved,BATCH-1880
81.68,148.06,54.36,2025-01-06 18:00:00,Approved,BATCH-9317
72.54,125.84,45.17,2025-01-06 18:15:00,Approved,BATCH-4746
73.38,106.98,49.6,2025-01-06 18:30:00,Approved,BATCH-6479
65.88,128.02,48.5,2025-01-06 18:45:00,Approved,BATCH-7392
65.12,80.46,44.97,2025-01-06 19:00:00,Defective (Low Pressure),BATCH-3574
65.67,120.05,51.8,2025-01-06 19:15:00,Approved,BATCH-2622
73.94,124.92,47.31,2025-01-06 19:30:00,Approved,BATCH-8188
65.79,133.86,53.28,2025-01-06 19:45:00,Approved,BATCH-8566
72.9,104.79,44.65,2025-01-06 20:00:00,Approved,BATCH-5660
90.75,121.29,58.6,2025-01-06 20:15:00,Approved,BATCH-9660
78.71,106.12,45.52,2025-01-06 20:30:00,Approved,BATCH-8733
66.74,123.83,51.1,2025-01-06 20:45:00,Approved,BATCH-6911
82.01,106.57,53.96,2025-01-06 21:00:00,Approved,BATCH-3445
65.92,113.88,47.15,2025-01-06 21:15:00,Approved,BATCH-6643
49.62,105.06,54.26,2025-01-06 21:30:00,Approved,BATCH-4832
59.92,129.77,43.85,2025-01-06 21:45:00,Approved,BATCH-6942
51.29,132.88,57.26,2025-01-06 22:00:00,Approved,BATCH-6763
66.48,116.48,50.07,2025-01-06 22:15:00,Approved,BATCH-1252
70.18,120.57,47.02,2025-01-06 22:30:00,Approved,BATCH-2738
86.76,98.27,48.5,2025-01-06 22:45:00,Approved,BATCH-1788
73.27,115.5,54.04,2025-01-06 23:00:00,Approved,BATCH-1730
67.81,119.25,47.08,2025-01-06 23:15:00,Approved,BATCH-4808
78.29,159.31,46.25,2025-01-06 23:30:00,Approved,BATCH-4967
47.89,103.32,48.89,2025-01-06 23:45:00,Approved,BATCH-1176
72.36,141.96,44.12,2025-01-07 00:00:00,Approved,BATCH-5126
77.71,134.95,59.1,2025-01-07 00:15:00,Approved,BATCH-5969
55.21,124.21,47.17,2025-01-07 00:30:00,Approved,BATCH-7783
81.44,146.38,54.16,2025-01-07 00:45:00,Approved,BATCH-5073
73.38,125.58,51.05,2025-01-07 01:00:00,Approved,BATCH-9727
65.85,125.84,45.08,2025-01-07 01:15:00,Approved,BATCH-7577
76.33,119.2,49.97,2025-01-07 01:30:00,Approved,BATCH-9305
92.71,138.35,53.92,2025-01-07 01:45:00,Approved,BATCH-6869
71.82,136.45,49.06,2025-01-07 02:00:00,Approved,BATCH-3201
72.48,110.61,55.97,2025-01-07 02:15:00,Approved,BATCH-7956
65.41,100.21,55.11,2025-01-07 02:30:00,Approved,BATCH-4622
61.5,116.96,54.59,2025-01-07 02:45:00,Approved,BATCH-1798
78.3,108.0,47.7,2025-01-07 03:00:00,Approved,BATCH-1986
61.44,119.05,44.6,2025-01-07 03:15:00,Approved,BATCH-6726
70.72,138.56,46.93,2025-01-07 03:30:00,Approved,BATCH-9933
65.22,113.14,50.98,2025-01-07 03:45:00,Approved,BATCH-9213
74.79,119.36,52.73,2025-01-07 04:00:00,Approved,BATCH-8459
73.34,120.87,39.14,2025-01-07 04:15:00,Approved,BATCH-2566
80.38,132.73,49.96,2025-01-07 04:30:00,Approved,BATCH-1940
64.9,86.3,50.79,2025-01-07 04:45:00,Defective (Low Pressure),BATCH-8626
67.3,110.9,48.61,2025-01-07 05:00:00,Approved,BATCH-3862
60.21,123.17,56.46,2025-01-07 05:15:00,Approved,BATCH-1162
65.56,138.0,52.11,2025-01-07 05:30:00,Approved,BATCH-1359
73.77,112.62,56.55,2025-01-07 05:45:00,Approved,BATCH-4279
77.57,91.85,48.92,2025-01-07 06:00:00,Approved,BATCH-1539
60.78,129.3,54.69,2025-01-07 06:15:00,Approved,BATCH-6435
78.7,110.47,58.18,2025-01-07 06:30:00,Approved,BATCH-7232
83.56,102.16,56.56,2025-01-07 06:45:00,Approved,BATCH-9456
74.13,110.63,44.54,2025-01-07 07:00:00,Approved,BATCH-2560
88.77,117.23,48.73,2025-01-07 07:15:00,Approved,BATCH-5036
62.26,110.93,48.27,2025-01-07 07:30:00,Approved,BATCH-5154
57.55,86.92,52.45,2025-01-07 07:45:00,Defective (Low Pressure),BATCH-4264
52.21,133.46,53.43,2025-01-07 08:00:00,Approved,BATCH-3051
84.96,139.12,45.81,2025-01-07 08:15:00,Approved,BATCH-7953
76.54,129.77,50.34,2025-01-07 08:30:00,Approved,BATCH-5914
69.44,102.93,39.9,2025-01-07 08:45:00,Approved,BATCH-9059
72.8,116.98,57.21,2025-01-07 09:00:00,Approved,BATCH-8636
58.75,119.9,47.44,2025-01-07 09:15:00,Approved,BATCH-7704
94.46,128.98,50.28,2025-01-07 09:30:00,Approved,BATCH-1463
71.29,130.03,48.45,2025-01-07 09:45:00,Approved,BATCH-1850
71.09,108.99,55.73,2025-01-07 10:00:00,Approved,BATCH-5031
77.26,121.23,35.81,2025-01-07 10:15:00,Approved,BATCH-7665
74.81,126.86,49.92,2025-01-07 10:30:00,Approved,BATCH-3301
72.24,141.84,49.47,2025-01-07 10:45:00,Approved,BATCH-5913
62.1,130.57,47.73,2025-01-07 11:00:00,Approved,BATCH-3831
74.71,131.84,58.63,2025-01-07 11:15:00,Approved,BATCH-5625
88.82,121.26,45.56,2025-01-07 11:30:00,Approved,BATCH-8807
83.45,141.16,53.86,2025-01-07 11:45:00,Approved,BATCH-3720
85.93,126.15,51.78,2025-01-07 12:00:00,Approved,BATCH-5830
64.89,107.08,56.31,2025-01-07 12:15:00,Approved,BATCH-6771
60.1,141.05,46.66,2025-01-07 12:30:00,Approved,BATCH-3587
68.74,130.47,46.34,2025-01-07 12:45:00,Approved,BATCH-1162
70.56,113.35,55.48,2025-01-07 13:00:00,Approved,BATCH-8677
80.94,112.81,52.13,2025-01-07 13:15:00,Approved,BATCH-7593
53.08,124.45,42.28,2025-01-07 13:30:00,Approved,BATCH-4767
85.3,126.95,47.3,2025-01-07 13:45:00,Approved,BATCH-4446
68.42,122.96,51.93,2025-01-07 14:00:00,Approved,BATCH-1900
65.73,124.67,54.19,2025-01-07 14:15:00,Approved,BATCH-8866
59.88,145.5,46.6,2025-01-07 14:30:00,Approved,BATCH-2290
53.45,136.07,35.43,2025-01-07 14:45:00,Approved,BATCH-4262
78.23,122.86,52.62,2025-01-07 15:00:00,Approved,BATCH-8116
70.73,134.12,43.9,2025-01-07 15:15:00,Approved,BATCH-1986
57.1,104.51,39.91,2025-01-07 15:30:00,Approved,BATCH-8558
57.05,125.97,35.84,2025-01-07 15:45:00,Approved,BATCH-3546
66.64,147.14,54.07,2025-01-07 16:00:00,Approved,BATCH-3238
86.69,116.73,50.64,2025-01-07 16:15:00,Approved,BATCH-5380
67.4,107.29,48.87,2025-01-07 16:30:00,Approved,BATCH-1068
54.97,110.22,56.95,2025-01-07 16:45:00,Approved,BATCH-4034
67.54,103.66,53.19,2025-01-07 17:00:00,Approved,BATCH-6962
67.27,108.23,58.08,2025-01-07 17:15:00,Approved,BATCH-6944
43.03,114.44,43.04,2025-01-07 17:30:00,Approved,BATCH-5114
69.46,98.92,49.83,2025-01-07 17:45:00,Approved,BATCH-1017
67.69,120.23,41.92,2025-01-07 18:00:00,Approved,BATCH-4728
76.96,133.53,48.85,2025-01-07 18:15:00,Approved,BATCH-4878
88.49,106.38,48.76,2025-01-07 18:30:00,Approved,BATCH-6278
81.27,142.79,53.13,2025-01-07 18:45:00,Approved,BATCH-7572
67.31,127.66,50.23,2025-01-07 19:00:00,Approved,BATCH-3359
58.93,135.46,53.12,2025-01-07 19:15:00,Approved,BATCH-7920
95.73,110.13,53.52,2025-01-07 19:30:00,Defective (Heat Damage),BATCH-1645
70.59,132.82,60.77,2025-01-07 19:45:00,Approved,BATCH-7955
70.14,103.62,48.42,2025-01-07 20:00:00,Approved,BATCH-8925
69.76,133.35,45.29,2025-01-07 20:15:00,Approved,BATCH-8232
71.98,122.58,51.23,2025-01-07 20:30:00,Approved,BATCH-7940
68.56,128.3,45.99,2025-01-07 20:45:00,Approved,BATCH-5039
64.26,102.37,57.41,2025-01-07 21:00:00,Approved,BATCH-8517
64.53,106.57,48.58,2025-01-07 21:15:00,Approved,BATCH-8256
69.67,128.96,47.17,2025-01-07 21:30:00,Approved,BATCH-5193
64.57,105.77,47.64,2025-01-07 21:45:00,Approved,BATCH-4769
62.87,126.95,53.59,2025-01-07 22:00:00,Approved,BATCH-3522
71.06,99.49,49.21,2025-01-07 22:15:00,Approved,BATCH-4159
67.45,132.72,46.79,2025-01-07 22:30:00,Approved,BATCH-5932
85.04,101.51,58.33,2025-01-07 22:45:00,Approved,BATCH-6227
43.49,128.28,45.72,2025-01-07 23:00:00,Approved,BATCH-8811
80.92,129.38,50.18,2025-01-07 23:15:00,Approved,BATCH-7756
82.46,109.55,53.26,2025-01-07 23:30:00,Approved,BATCH-3706
49.27,128.73,41.84,2025-01-07 23:45:00,Approved,BATCH-1233
66.57,123.91,52.4,2025-01-08 00:00:00,Approved,BATCH-9883
66.29,111.92,44.72,2025-01-08 00:15:00,Approved,BATCH-3021
55.92,104.87,54.11,2025-01-08 00:30:00,Approved,BATCH-7153
62.22,90.56,45.19,2025-01-08 00:45:00,Approved,BATCH-4516
58.89,125.24,53.46,2025-01-08 01:00:00,Approved,BATCH-2399
87.52,96.53,55.53,2025-01-08 01:15:00,Approved,BATCH-8255
79.36,121.43,54.31,2025-01-08 01:30:00,Approved,BATCH-4197
82.72,116.05,51.26,2025-01-08 01:45:00,Approved,BATCH-2906
77.22,130.19,48.84,2025-01-08 02:00:00,Approved,BATCH-2161
58.71,115.47,47.12,2025-01-08 02:15:00,Approved,BATCH-1922
64.75,115.06,57.36,2025-01-08 02:30:00,Approved,BATCH-6215
74.89,130.98,46.5,2025-01-08 02:45:00,Approved,BATCH-1388
57.78,125.03,44.81,2025-01-08 03:00:00,Approved,BATCH-1872
77.13,124.74,53.33,2025-01-08 03:15:00,Approved,BATCH-1701
67.6,127.04,46.02,2025-01-08 03:30:00,Approved,BATCH-9960
66.25,96.97,45.25,2025-01-08 03:45:00,Approved,BATCH-4762
77.11,131.35,42.78,2025-01-08 04:00:00,Approved,BATCH-8793
74.44,129.19,47.59,2025-01-08 04:15:00,Approved,BATCH-4678
66.39,104.75,49.59,2025-01-08 04:30:00,Approved,BATCH-9803
81.59,116.34,51.22,2025-01-08 04:45:00,Approved,BATCH-1915
59.19,119.41,54.76,2025-01-08 05:00:00,Approved,BATCH-7835
76.16,117.98,52.63,2025-01-08 05:15:00,Approved,BATCH-7163
75.93,125.01,49.05,2025-01-08 05:30:00,Approved,BATCH-9946
66.9,141.47,49.01,2025-01-08 05:45:00,Approved,BATCH-7897
73.26,136.23,52.55,2025-01-08 06:00:00,Approved,BATCH-9665
57.49,100.32,56.36,2025-01-08 06:15:00,Approved,BATCH-8448
79.24,129.33,50.63,2025-01-08 06:30:00,Approved,BATCH-6297
68.15,139.93,47.65,2025-01-08 06:45:00,Approved,BATCH-2249
64.77,125.8,45.04,2025-01-08 07:00:00,Approved,BATCH-5963
80.49,136.36,42.77,2025-01-08 07:15:00,Approved,BATCH-3962
62.96,150.18,53.33,2025-01-08 07:30:00,Approved,BATCH-8551
55.92,135.36,52.89,2025-01-08 07:45:00,Approved,BATCH-5353
54.43,123.74,52.89,2025-01-08 08:00:00,Approved,BATCH-9542
76.06,135.68,49.36,2025-01-08 08:15:00,Approved,BATCH-1898
57.2,122.17,57.03,2025-01-08 08:30:00,Approved,BATCH-7331
87.55,120.36,47.58,2025-01-08 08:45:00,Approved,BATCH-7899
49.18,114.73,54.78,2025-01-08 09:00:00,Approved,BATCH-8201
86.96,143.45,49.81,2025-01-08 09:15:00,Approved,BATCH-2772
72.11,107.72,46.96,2025-01-08 09:30:00,Approved,BATCH-7691
69.03,142.99,52.96,2025-01-08 09:45:00,Approved,BATCH-8626
64.55,127.5,52.05,2025-01-08 10:00:00,Approved,BATCH-1435
73.99,99.01,51.78,2025-01-08 10:15:00,Approved,BATCH-9410
69.62,125.51,50.41,2025-01-08 10:30:00,Approved,BATCH-8149
81.03,88.5,49.81,2025-01-08 10:45:00,Defective (Low Pressure),BATCH-8654
71.14,129.38,61.94,2025-01-08 11:00:00,Approved,BATCH-4012
71.5,133.28,55.92,2025-01-08 11:15:00,Approved,BATCH-9714
66.36,111.11,53.61,2025-01-08 11:30:00,Approved,BATCH-5802
69.43,121.85,50.56,2025-01-08 11:45:00,Approved,BATCH-2761
73.08,149.31,55.04,2025-01-08 12:00:00,Approved,BATCH-5580
52.9,112.41,52.59,2025-01-08 12:15:00,Approved,BATCH-8270
56.52,104.12,50.13,2025-01-08 12:30:00,Approved,BATCH-4311
77.43,142.22,48.48,2025-01-08 12:45:00,Approved,BATCH-5774
71.71,149.44,49.6,2025-01-08 13:00:00,Approved,BATCH-5860
68.16,120.06,34.15,2025-01-08 13:15:00,Approved,BATCH-1716
70.18,135.17,51.05,2025-01-08 13:30:00,Approved,BATCH-4175
73.48,140.12,47.56,2025-01-08 13:45:00,Approved,BATCH-8161
64.6,108.86,57.96,2025-01-08 14:00:00,Approved,BATCH-9048
62.22,112.72,50.1,2025-01-08 14:15:00,Approved,BATCH-1624
71.96,138.46,44.06,2025-01-08 14:30:00,Approved,BATCH-4464
60.22,145.28,49.75,2025-01-08 14:45:00,Approved,BATCH-5995
74.08,128.44,44.77,2025-01-08 15:00:00,Approved,BATCH-2584
52.97,106.8,52.37,2025-01-08 15:15:00,Approved,BATCH-5597
80.29,149.81,51.45,2025-01-08 15:30:00,Approved,BATCH-7533
74.73,112.04,54.79,2025-01-08 15:45:00,Approved,BATCH-8165
72.56,114.97,46.05,2025-01-08 16:00:00,Approved,BATCH-8034
79.83,125.14,50.17,2025-01-08 16:15:00,Approved,BATCH-7776
86.65,143.31,43.17,2025-01-08 16:30:00,Approved,BATCH-4714
80.14,132.81,53.51,2025-01-08 16:45:00,Approved,BATCH-1791
51.59,126.22,52.59,2025-01-08 17:00:00,Approved,BATCH-7248
57.2,126.95,52.48,2025-01-08 17:15:00,Approved,BATCH-9145
63.75,120.65,50.01,2025-01-08 17:30:00,Approved,BATCH-9601
70.26,128.37,52.07,2025-01-08 17:45:00,Approved,BATCH-1204
75.18,82.06,58.02,2025-01-08 18:00:00,Defective (Low Pressure),BATCH-9533
62.74,115.55,48.57,2025-01-08 18:15:00,Approved,BATCH-8350
71.87,123.62,50.69,2025-01-08 18:30:00,Approved,BATCH-9328
62.45,102.73,44.57,2025-01-08 18:45:00,Approved,BATCH-8864
63.88,125.79,45.66,2025-01-08 19:00:00,Approved,BATCH-2170
